,208,211,218,221,224,233,248,288,291
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,5.691532034058245e-06,0.0002125802152607348,2.536727027668366e-05,1.1786134352426904e-05,7.69255312764129e-06,4.957001078549678e-06,5.8793330949624874e-05,2.2721729934802493e-06,3.305242730250355e-06
2,4.879188139221595e-06,0.00018175917787309202,2.1754380913197677e-05,1.0104486823353334e-05,6.5947382620266415e-06,4.250003657677296e-06,5.047436767199742e-05,1.9477467867218776e-06,2.8333195522471725e-06
3,4.785884371956073e-06,0.00017821211704242823,2.1342403482022353e-05,9.910637814150384e-06,6.468713621579771e-06,4.168727365181649e-06,4.951922583928091e-05,1.910461800454603e-06,2.7790803925864194e-06
4,4.7733517550489495e-06,0.00017775651258996827,2.128719011960753e-05,9.88461439630765e-06,6.451787702982401e-06,4.157814242352085e-06,4.940906003838551e-05,1.9054562398530604e-06,2.7717940913627712e-06
5,4.7716273512024e-06,0.0001777018608703862,2.1279684286699767e-05,9.881301972155124e-06,6.449462474970606e-06,4.156313424693837e-06,4.939173517440786e-05,1.9047663235027163e-06,2.770790668598915e-06
6,4.7713909650085465e-06,0.00017769316040678118,2.127857157444744e-05,9.880853099396811e-06,6.449139316527259e-06,4.156111157132134e-06,4.938803864204945e-05,1.904676944755983e-06,2.7706584867471466e-06
7,4.771359220687039e-06,0.0001776916318473544,2.1278282165207034e-05,9.88076992252449e-06,6.449087850218941e-06,4.156089018607592e-06,4.9386774619365645e-05,1.904673149957244e-06,2.7706490891878214e-06
8,4.771224271885124e-06,0.00017769049725261865,2.127750849676013e-05,9.880456527781396e-06,6.448892743530434e-06,4.155975303051964e-06,4.9384502433909006e-05,1.9046308995449392e-06,2.770582762163013e-06
9,4.771343185659835e-06,0.0001776914153591212,2.127802763020736e-05,9.880694780059667e-06,6.4490529837885665e-06,4.156077067223321e-06,4.938589453311905e-05,1.9046791868254955e-06,2.7706516095080712e-06
10,4.7714446336805946e-06,0.00017769316509110087,2.1278601877353755e-05,9.880922781748051e-06,6.4491959650635085e-06,4.156162201228243e-06,4.938762851900199e-05,1.9047153979137277e-06,2.770705518246218e-06
11,4.771424160856304e-06,0.00017769296736294446,2.1278503550666396e-05,9.880880990788605e-06,6.449167272100581e-06,4.156144766841145e-06,4.938739316730825e-05,1.9047086302416067e-06,2.7706948302777274e-06
12,4.771419987611521e-06,0.00017769454611823787,2.1278399460710005e-05,9.880858709046253e-06,6.449156797585257e-06,4.156143463334029e-06,4.9386821478458646e-05,1.904711607833814e-06,2.770696792238023e-06
13,4.771933672304513e-06,0.00017771378550346503,2.1280741466514085e-05,9.881936265173225e-06,6.449854963844929e-06,4.156587566833323e-06,4.939236210109667e-05,1.90491351038837e-06,2.7709917551116894e-06
14,4.775549167161285e-06,0.00017785501942465314,2.1296774411772028e-05,9.889418771087744e-06,6.454739993280134e-06,4.159735504606385e-06,4.9429107745214786e-05,1.9063556542664598e-06,2.7730918108581684e-06
15,4.8020127650289325e-06,0.0001789150730038705,2.141407207824878e-05,9.944091529090932e-06,6.4904704674557635e-06,4.182793101007761e-06,4.969925167786388e-05,1.916942814179585e-06,2.7884858209797163e-06
16,4.992960883490622e-06,0.00018664003056536243,2.2265735333050975e-05,1.0339282220979427e-05,6.748526249726261e-06,4.349116200171383e-06,5.1682243278370956e-05,1.9931926691011436e-06,2.8993921174618018e-06
17,4.942721306512473e-06,0.00018469397785770457,2.2042115517606274e-05,1.0235388758451838e-05,6.6806524262589476e-06,4.305390236825482e-06,5.116300513365269e-05,1.9731505452134935e-06,2.8702257385443644e-06
18,4.935484464005101e-06,0.0001844512800074875,2.2009910446688488e-05,1.022039764438426e-05,6.670867327053845e-06,4.299096311678048e-06,5.108885800099194e-05,1.9702695790744757e-06,2.8660338890320134e-06
19,4.934714210315139e-06,0.00018441718635719672,2.200645722999691e-05,1.0218788878480277e-05,6.669823145820711e-06,4.2984216704665265e-06,5.108097018811772e-05,1.9699592239660735e-06,2.8655856690327583e-06
20,4.935061479321341e-06,0.0001844201406769121,2.2007957160604886e-05,1.0219502002509684e-05,6.670292738498028e-06,4.298720118543676e-06,5.108433969437492e-05,1.97009283450495e-06,2.8657827387286648e-06
21,4.93493043036829e-06,0.00018439920828307391,2.2007513902219977e-05,1.0219261953710684e-05,6.670125481929751e-06,4.298600339068657e-06,5.1083739158224305e-05,1.9700299297338645e-06,2.865696468301256e-06
22,4.934790037357299e-06,0.00018440349851208798,2.2006873790156752e-05,1.0218967020096126e-05,6.669932873059677e-06,4.2984808594699726e-06,5.108234342495613e-05,1.9699786897055343e-06,2.865618288392583e-06
23,4.935006135974002e-06,0.00018440218547591513,2.2007823791989656e-05,1.0219412870645412e-05,6.670224769736929e-06,4.298667535403726e-06,5.108446661252173e-05,1.970063918674427e-06,2.865742667642388e-06
24,4.9351621411992725e-06,0.00018440103676504795,2.2008464240059413e-05,1.0219723737913734e-05,6.67043243161045e-06,4.29880420228272e-06,5.108573959250767e-05,1.9701285540464687e-06,2.8658349260324697e-06
25,4.935720561647331e-06,0.00018439354330990662,2.2010723363155766e-05,1.0220841770281667e-05,6.671179540940362e-06,4.29929235527968e-06,5.108982514520828e-05,1.9703573932862054e-06,2.8661634805147142e-06
26,4.935964176719778e-06,0.00018438956374431208,2.2011708138798146e-05,1.022132991378108e-05,6.671506428844249e-06,4.299506291233242e-06,5.109174333316313e-05,1.9704584760352782e-06,2.8663074025962256e-06
27,4.935977607121527e-06,0.0001843897342706822,2.2011757723764006e-05,1.0221358552891182e-05,6.671525097828453e-06,4.299519328320771e-06,5.109181035778484e-05,1.970466587991493e-06,2.8663179646301166e-06
28,4.935667214848764e-06,0.00018438869202506237,2.2010371667955704e-05,1.0220711121908784e-05,6.671102197206221e-06,4.299252595990656e-06,5.108869121327269e-05,1.9703513230715103e-06,2.8661478790741066e-06
29,4.9353186383636245e-06,0.0001843992160187103,2.2008804569564398e-05,1.0219963302254941e-05,6.670621586886812e-06,4.298956587528103e-06,5.108546816715645e-05,1.9702348148879583e-06,2.865967530980782e-06
30,4.935293496860499e-06,0.00018441917424079083,2.200838727631699e-05,1.0219790800074944e-05,6.670554995645517e-06,4.298952934681072e-06,5.10836811172226e-05,1.970284447703732e-06,2.8660030696087306e-06
31,4.9377314064323315e-06,0.0001844990172692911,2.2018254327099696e-05,1.0224550880173974e-05,6.673779270305237e-06,4.30110122798313e-06,5.11009991166753e-05,1.9713558738137613e-06,2.867496108741881e-06
32,4.953375173596887e-06,0.00018509603694390016,2.2087325173761866e-05,1.0256733851110955e-05,6.694866748785298e-06,4.314738652407036e-06,5.1257784577033123e-05,1.977668961438253e-06,2.876635561005759e-06
33,4.94716081664611e-06,0.00018485902675721024,2.2059738614472004e-05,1.0243872271998941e-05,6.686464250255006e-06,4.309322760275246e-06,5.1194921565928005e-05,1.9751986107568985e-06,2.8730243026101976e-06
34,4.931377724908212e-06,0.0001842259083203358,2.1989503438346836e-05,1.0211229720930735e-05,6.665140262777622e-06,4.2955689803182994e-06,5.1032277587302586e-05,1.968888637815612e-06,2.8638445726868996e-06
35,4.936238218202371e-06,0.0001843895884023272,2.201109286410459e-05,1.0221278620929165e-05,6.6717071894273685e-06,4.299799185074458e-06,5.108169341435457e-05,1.9708287501520925e-06,2.8666662021726156e-06
36,4.937453530458656e-06,0.0001844483940331629,2.2016326358254204e-05,1.0223764416854477e-05,6.673340456396742e-06,4.300867141718695e-06,5.109259543560965e-05,1.9713394436101976e-06,2.867391355480311e-06
37,4.9446175003367104e-06,0.0001847533561799891,2.204784636434357e-05,1.0238563643641445e-05,6.683012738477737e-06,4.307108657380756e-06,5.116137078367953e-05,1.9742143616881054e-06,2.871559813083083e-06
38,4.996436132136928e-06,0.00018698568837501278,2.227639368239807e-05,1.0345621812668357e-05,6.752988394481855e-06,4.352267772858007e-06,5.16698750574322e-05,1.9949642829044785e-06,2.9016969787491286e-06
39,5.3937333144496365e-06,0.00020445911378714777,2.403112855712283e-05,1.1166816780478933e-05,7.289607123415939e-06,4.698495883609177e-06,5.565076897219566e-05,2.1539511407287565e-06,3.1327125114380035e-06
40,9.471270405981989e-06,0.00039740367527196324,4.223896292607322e-05,1.962053224180246e-05,1.2803185321038466e-05,8.248904134005733e-06,9.870349963708121e-05,3.7799458932358707e-06,5.499014483351285e-06
41,8.12498621537405e-06,0.0003360491088460324,3.6236753448225126e-05,1.683170582866062e-05,1.0983223020668061e-05,7.076776859892962e-06,8.458523123060144e-05,3.243151076654032e-06,4.717641469349261e-06
42,7.967105273809622e-06,0.00032849133609276596,3.553686495483884e-05,1.6505010547730287e-05,1.0769834380365743e-05,6.939314768949006e-06,8.296843989762458e-05,3.1802606236158788e-06,4.626033057324651e-06
43,7.94557182300708e-06,0.00032736327045800707,3.5441727329474326e-05,1.646047699132296e-05,1.0740717550954971e-05,6.9205662735763875e-06,8.275349893240319e-05,3.17171435275752e-06,4.613559286220385e-06
44,7.94312927537765e-06,0.000327153308855669,3.543267757993244e-05,1.6455582282889722e-05,1.0737458207095739e-05,6.9184098489332514e-06,8.273662619855063e-05,3.1706041242451973e-06,4.612102445970141e-06
45,7.942006375608857e-06,0.0003270298105042801,3.542903785097624e-05,1.645338657803688e-05,1.0735967539556799e-05,6.9173807933327486e-06,8.273012845531872e-05,3.170075949814658e-06,4.611126932987979e-06
46,7.932638314870225e-06,0.00032650657874984683,3.53883357385263e-05,1.643418927821348e-05,1.0723424731473711e-05,6.90929537412075e-06,8.263880983935456e-05,3.1661171898341746e-06,4.6059026871598075e-06
47,7.865663845708364e-06,0.0003229646852105334,3.5097448851577474e-05,1.629718294934149e-05,1.0633862520419166e-05,6.85156980088586e-06,8.197256320105039e-05,3.139808354789684e-06,4.567427288461897e-06
48,7.399509261000895e-06,0.00029984079162219315,3.3028964897497917e-05,1.5332929533674534e-05,1.0003812418919956e-05,6.445515542549981e-06,7.713543155825163e-05,2.9536994549840406e-06,4.296697898325916e-06
49,4.617280348610871e-06,0.00017438151176550216,2.0579234312930838e-05,9.561142915336223e-06,6.239525061308165e-06,4.021701761526615e-06,4.7675841626191855e-05,1.8433669877805498e-06,2.6809305686487315e-06
