,36178 dsm,69893 battery storage
0,0.2845135792553078,0.7979349964025463
1,0.2746969404823081,0.8030558837744433
2,0.2627201105134064,0.8081738837098785
3,0.25075140328056356,0.8130990460182463
4,0.24717522506388806,0.8181334205646514
5,0.2542671543798482,0.8226486863433944
6,0.2754081791585257,0.8264804981742138
7,0.285257835200103,0.828929999343665
8,0.2937655316747113,0.8294859858054058
9,0.3174114537790569,0.8286491157979688
10,0.34674997077172287,0.8260568904719464
11,0.36325104316106865,0.8235509202690128
12,0.36898550997442525,0.8226329561178076
13,0.3635667845194002,0.8226093021455578
14,0.3538393062591681,0.8220998257882107
15,0.33948147039532317,0.8212018340062041
16,0.336578269969861,0.8210157632538535
17,0.3572135841347139,0.820718417469415
18,0.3947845645384512,0.8204452353599041
19,0.4175610921811586,0.8199567301071361
20,0.4062827213673139,0.8199354071594683
21,0.36925121095055025,0.8208436432785248
22,0.33305390710363786,0.8218371654313525
23,0.29663494821796393,0.8227849165523695
24,0.2845135792553078,0.8244112935005924
25,0.2746969404823081,0.8259009314619205
26,0.2627201105134064,0.8273863483088006
27,0.25075140328056356,0.8288327303221997
28,0.24717522506388806,0.8302519478318914
29,0.2542671543798482,0.8313480166266274
30,0.2754081791585257,0.8322539697510815
31,0.285257835200103,0.8331035051064395
32,0.2937655316747113,0.8332977931698599
33,0.3174114537790569,0.8320845945233494
34,0.34674997077172287,0.8275331618315983
35,0.36325104316106865,0.8234487360030722
36,0.36898550997442525,0.8200970718902688
37,0.3635667845194002,0.8176497763109252
38,0.3538393062591681,0.8156726199564658
39,0.33948147039532317,0.814044269053123
40,0.336578269969861,0.8131106041179477
41,0.3572135841347139,0.8128012612033455
42,0.3947845645384512,0.8129246046241491
43,0.4175610921811586,0.813687332980594
44,0.4062827213673139,0.8150479935396663
45,0.36925121095055025,0.8163296815127647
46,0.33305390710363786,0.8179584166491457
47,0.29663494821796393,0.8194261916909884
48,0.313661426256208,0.8212820100809796
49,0.2953678402116835,0.8227070433115741
50,0.28676601522552264,0.8242373756113922
51,0.278907468736144,0.8256959156359404
52,0.2793238584706552,0.8269498067600122
53,0.2921713108176877,0.8274362124502223
54,0.35768869006920057,0.8267426677997194
55,0.4975938435350299,0.8244422751671687
56,0.8273430819959164,0.822027984358231
57,0.9788819405133392,0.8229545224647646
58,0.9907398220644167,0.8242364746218569
59,0.9999389552719125,0.8257314097004613
60,0.9474573583728568,0.8269091475628748
61,0.8229178132426449,0.8281296206181965
62,0.7677339125647741,0.8283564908491416
63,0.8170591148114741,0.8278994326872793
64,0.7913854795299855,0.8269289578249084
65,0.7116082496705446,0.8263029738107085
66,0.6409384553507601,0.8257937304012769
67,0.5657363762859794,0.8254502924692292
68,0.49895099438039686,0.8251825516053548
69,0.45622058834723367,0.8261308360644892
70,0.4158012347917274,0.8273189372655932
71,0.3457306976495122,0.8288375357692306
72,0.313661426256208,0.830437359157024
73,0.2953678402116835,0.8320011775238438
74,0.28676601522552264,0.8336121160901377
75,0.278907468736144,0.8350663877330727
76,0.2793238584706552,0.8363447930770409
77,0.2921713108176877,0.8368499430491545
78,0.35768869006920057,0.8361968394991359
79,0.4975938435350299,0.8332133387654628
80,0.8273430819959164,0.8295363766072299
81,0.9788819405133392,0.8299597331252635
82,0.9907398220644167,0.8308192476738522
83,0.9999389552719125,0.8313488210826079
84,0.9474573583728568,0.8321260882205702
85,0.8229178132426449,0.8322311813862586
86,0.7677339125647741,0.8319888112399313
87,0.8170591148114741,0.8313589604620112
88,0.7913854795299855,0.8298841669998429
89,0.7116082496705446,0.8284917903835263
90,0.6409384553507601,0.827365436161151
91,0.5657363762859794,0.8264567099382649
92,0.49895099438039686,0.825999852673895
93,0.45622058834723367,0.8268194207876366
94,0.4158012347917274,0.8280725102427794
95,0.3457306976495122,0.829628393791584
96,0.313661426256208,0.8314017296323573
97,0.2953678402116835,0.8330701268397877
98,0.28676601522552264,0.8345245663343579
99,0.278907468736144,0.8359870658654611
100,0.2793238584706552,0.837178855850772
101,0.2921713108176877,0.8376963358834049
102,0.35768869006920057,0.8372014632281721
103,0.4975938435350299,0.8352005577485375
104,0.8273430819959164,0.831569587871028
105,0.9788819405133392,0.8309377381945748
106,0.9907398220644167,0.8315085562548471
107,0.9999389552719125,0.8319062075412765
108,0.9474573583728568,0.8320698064907432
109,0.8229178132426449,0.8322860894399718
110,0.7677339125647741,0.8323896738411122
111,0.8170591148114741,0.8316060331784648
112,0.7913854795299855,0.8305122923264785
113,0.7116082496705446,0.8292780274058876
114,0.6409384553507601,0.8278503700158785
115,0.5657363762859794,0.827265111531493
116,0.49895099438039686,0.8265534603582899
117,0.45622058834723367,0.8271684811021003
118,0.4158012347917274,0.82830584851138
119,0.3457306976495122,0.8302566618298659
120,0.313661426256208,0.8319149759535636
121,0.2953678402116835,0.8336179183635752
122,0.28676601522552264,0.8352054868388635
123,0.278907468736144,0.8367591908781
124,0.2793238584706552,0.8379710588379573
125,0.2921713108176877,0.8383002419446012
126,0.35768869006920057,0.8375233208121379
127,0.4975938435350299,0.8346975321173447
128,0.8273430819959164,0.8304137409087126
129,0.9788819405133392,0.8300694205259751
130,0.9907398220644167,0.8307020067540971
131,0.9999389552719125,0.8316275318406217
132,0.9474573583728568,0.8320839441846554
133,0.8229178132426449,0.8321471332094651
134,0.7677339125647741,0.8320063803522151
135,0.8170591148114741,0.8315180496287952
136,0.7913854795299855,0.8305107768014269
137,0.7116082496705446,0.8287533079917591
138,0.6409384553507601,0.8278406604486779
139,0.5657363762859794,0.8273521291208167
140,0.49895099438039686,0.8270451449971611
141,0.45622058834723367,0.8276921416981271
142,0.4158012347917274,0.828733195746546
143,0.3457306976495122,0.8301416229664024
144,0.313661426256208,0.8318557055449867
145,0.2953678402116835,0.8335218320439728
146,0.28676601522552264,0.8350357972618809
147,0.278907468736144,0.8364691283032785
148,0.2793238584706552,0.8376883697936282
149,0.2921713108176877,0.8381943930771523
150,0.35768869006920057,0.8372227931318668
151,0.4975938435350299,0.8343178960656847
152,0.8273430819959164,0.8310008278800873
153,0.9788819405133392,0.8302566780552886
154,0.9907398220644167,0.8303695618296677
155,0.9999389552719125,0.8307400025450233
156,0.9474573583728568,0.8311876677522425
157,0.8229178132426449,0.8315180996263395
158,0.7677339125647741,0.8315691296434919
159,0.8170591148114741,0.8308392468523016
160,0.7913854795299855,0.8298798535963852
161,0.7116082496705446,0.829269573964332
162,0.6409384553507601,0.8282581621943572
163,0.5657363762859794,0.8272212602857519
164,0.49895099438039686,0.8264541752524232
165,0.45622058834723367,0.8268682984844151
166,0.4158012347917274,0.8276820908262328
167,0.3457306976495122,0.828972244864905
